id,text,label,label_id
184,"Secondly , the location of the film must must be very clear and the director must be relaxed , etc .",OK,0
319,And young people spend time more ther lifestile .,GRAMMAR_ERROR,1
588,"Third , although the reading passage claims dinosaurs because their bone structure is similar to endothermy , scientist assume that it is not the case .",GRAMMAR_ERROR,1
359,So he took upon himself to narrow his research on this subject which was a mystery to the world .,GRAMMAR_ERROR,1
400,"It 's normal : propose something to the client and construct something different , is the best way ( and it 's legal ! ! ! ! ! ! ! ! ! )",GRAMMAR_ERROR,1
660,They will not be able to compete with other similar brands abd the product will fzizle out or die .,SPELLING_ERROR,2
893,"In Mlaysia , thrre are a lot of cars .",SPELLING_ERROR,2
397,"Moreover , take risks teaches you to accept both winning and losing , that is the most important lesson one should learn in order to achieve any kind of objective .",GRAMMAR_ERROR,1
493,This casts doubt in the reading passage 's assertion that fluoride prevents dental cavities .,GRAMMAR_ERROR,1
878,Nd what are thos risks ?,SPELLING_ERROR,2
261,The school teachers they 're the ones who take the future young generations so we have to support them to make younger ones more knowledgeable .,OK,0
360,Others who do n't have this concept they will sell uncerfied wood .,GRAMMAR_ERROR,1
871,"By that time , everyone should be gathered in a certain lace .",SPELLING_ERROR,2
892,In Malaysia there are a lot of casr .,SPELLING_ERROR,2
194,This will be the proof of the speeding offense so that the police can easily catch them .,OK,0
694,"No other transprtation cocept has been as successful as the car , not only because of the good street and highway system throughout the United States and Europe , but also because of the fact that people love their cars .",SPELLING_ERROR,2
369,I myself like to participate in kind of activities and meet many people who would like to do .,GRAMMAR_ERROR,1
897,"So they are fere to do al sorts of things , even if they are considered dangerous or irresponsible , such as bungee-jumping .",SPELLING_ERROR,2
833,"Firstly , the strpied bass consume large quantities of menhaden and secondly this fish is also a source of rotein for farm animals , and the fishing industry gives work to some people in Virginia .",SPELLING_ERROR,2
318,"I was very fast , my best time was 5 5 seconds in 4 0 0 hundred meters is a good time in or country .",GRAMMAR_ERROR,1
710,"On the other hand , when I ws a fresh mab in my college , I could concentrate on my favorite subjects .",SPELLING_ERROR,2
515,One without the other is nothing .,GRAMMAR_ERROR,1
295,"In a market economy , the price must reflect costs of the product and consumers ' willingness to buy the product .",OK,0
779,"Hese tihng seem too hard for old people , because they move with so much difficulty and do n't have health bodies to play sports .",SPELLING_ERROR,2
707,"For example , in math club , etachers usually teach us how to slove a math problem using different methods .",SPELLING_ERROR,2
713,I have an IBM computer and my laptop is Dlel .,SPELLING_ERROR,2
862,"For example , hen I am studying for tests or ding my homework , my grandparents can go out and do what they enjoy .",SPELLING_ERROR,2
532,"Therefore , I support the statement that it is more important to understand ideas and concepts than it is to learn facts .",GRAMMAR_ERROR,1
495,the good student must know how to understand and work hard to get the iede .,GRAMMAR_ERROR,1
130,Because of all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study .,OK,0
67,"Likewise , the theory generating from the concept of memory is also not the appropriate way due to limited memory .",OK,0
509,"For example , last monthe , i bought a product for skin , actully i bought the product beacuse the adevrtising got my attention .",GRAMMAR_ERROR,1
530,"For the older , the phone , the only funciton , in some means , is a job , a project , a imper wich master call on him with the related to the jobs .",GRAMMAR_ERROR,1
75,I was very fast ; my best time was 5 5 seconds in 4 0 0 hundred meters. That is a good time in or country .,OK,0
148,"Third , put it in the front of the door of the store so people see it , even if it is not good .",OK,0
808,We have a lot of papers to wriet .,SPELLING_ERROR,2
162,"In the lecture , however , the professor opposed the reading statement .",OK,0
145,"Thus , in concordance with the above , I agree wholeheartedly that in twenty years there will be fewer cars in use than there are today .",OK,0
858,Educators should profide opportunities fof students to learn enough knowledge to survive in the real world .,SPELLING_ERROR,2
231,They make very high profits year after year and the numbers also increase year after year .,OK,0
199,"Today , computer skills are the most important life skill .",OK,0
333,And it was very easy to me to understand why he always brang bad marks at home .,GRAMMAR_ERROR,1
578,That seems why people live for .,GRAMMAR_ERROR,1
867,Traditional enccylopedias are wrotten by trained experts with academic rigor that can not really be achieved by non-experts .,SPELLING_ERROR,2
654,"Because if I see someoen ddi something to save me time and energy and it works , I will do it .",SPELLING_ERROR,2
274,"Otherwise , it will be hard for us to understand certain things in life .",OK,0
724,"Although learning ore subjexts gives us huge knowledge , which will make me successful in my study .",SPELLING_ERROR,2
174,They try new things .,OK,0
644,"Unfortunately , in spite of its benefts , many oler people can not use the Internet .",SPELLING_ERROR,2
289,"First , when we learn about some subjects we should have more information about what we study , and students will get information more easily and proficiently .",OK,0
727,"Larning more sbujects gives us huge knowledge , which makes me successful in my studies .",SPELLING_ERROR,2
555,he has a lot of money and name but no family life .,GRAMMAR_ERROR,1
102,"In the case of young people , the best way is to study as hard as possible and get better grades so that in the future they will have a better chance of finding good jobs .",OK,0
335,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved .",GRAMMAR_ERROR,1
209,Young has his own field and works hard to do more benefit to the society .,OK,0
770,"To resolve this problem , the tovernments of tye cities are likely to improve the public transportation systems by building new subway systems and adding more lines for buses .",SPELLING_ERROR,2
80,"In this society , those who will not study will never grasp the concepts or understand any ideas , which is the most important point ; thus I am also very interested and prefer to have the study materials .",OK,0
703,Thta 's why he is a legend in tehse days and people respect him .,SPELLING_ERROR,2
241,Others who do n't understand this concept will sell uncertified wood .,OK,0
869,"When the time is up , evreyone should be gathered in a certain plcae .",SPELLING_ERROR,2
88,Students can focus on only a few subjects they are interested in and they will become experts in those areas .,OK,0
270,"Usually , it is important , because the student is not bad and his thinking and ideas are very important .",OK,0
500,The heart decease patients shows improvement when they are taking placebo .,GRAMMAR_ERROR,1
228,They make very high profits year after year and the numbers also increase year after year .,OK,0
536,maybe be doing what they already know how to do well is better than to b enneoyed with something sounds news,GRAMMAR_ERROR,1
440,Therefore peaple will be able to live with the automobile sosiety and the nature for the future .,GRAMMAR_ERROR,1
23,"They draw the consumers , like me , to purchase this great product with all these amazing ingredients and all that , but actually they just sometimes make something up just to increase their sales .",OK,0
723,"When the price of gas goes up , cosnumers do not want to byu gas for fuel .",SPELLING_ERROR,2
485,I chose law and began to study everything about italian law .,GRAMMAR_ERROR,1
363,So It will be good situstion .,GRAMMAR_ERROR,1
472,You can become smarter than the other people .,GRAMMAR_ERROR,1
336,Thus in concordance with the above I agree whole heartedly that in twenty years there will be fewer cars in use than there are today .,GRAMMAR_ERROR,1
77,And young people spend more time on their lifestyle .,OK,0
164,You have to create these opportunities .,OK,0
129,Because all that broad knowledge helps them to understand their majors in university and also helps them to make the correct choice in specialized study .,OK,0
839,Theh were driven to settlemwnts in other domains .,SPELLING_ERROR,2
620,Bigger farming is usng more chemical products and substances to feed fish .,SPELLING_ERROR,2
476,Most of the the things I hear are not true .,GRAMMAR_ERROR,1
327,I think they have to get skill on it .,GRAMMAR_ERROR,1
720,"When price of gas goes up , the consumers do not wany buy gas for fuel .",SPELLING_ERROR,2
79,And young people spend more time pursuing this lifestyle .,OK,0
201,He at last chose to learn the truth .,OK,0
357,They make very high profits year after yaer and the numbers also increase year after year .,GRAMMAR_ERROR,1
24,"I want to talk about nocive or bad products like alcohol , hair spray and cigarettes .",OK,0
671,"Dor me , it was great because I need to talk on hte phone locally and nationally for long periods of time .",SPELLING_ERROR,2
271,but most time it is important because most student is not baly and his think and ideas is very important .,OK,0
695,"No other transporation concept ahs been as successful as the car , not only because of good streets and highway systems throughout the United States and Europe , but also because of the fact that people love their cars .",SPELLING_ERROR,2
581,That means people have something that is specializing in one subject could get more chance of hirring .,GRAMMAR_ERROR,1
818,The development of biomechanics hqs made this psosible .,SPELLING_ERROR,2
207,"I never have stopped to think about this , but this is a real possibility for the future .",OK,0
582,And Chimps can also remember what researchers said and almost perfect reply what researchers said .,GRAMMAR_ERROR,1
523,"This could help them to develop their thinking power , managing power , and good strategy making power to achieve their goals .",GRAMMAR_ERROR,1
42,"Also , the work of media , television , magazines , and other stuff made for publicity , affects the emotions of many people around the world , encouraging them to buy and buy anything they can .",OK,0
107,So the school tries teaching the students a bit of every science .,OK,0
324,"Today , MBA students with a background in engineering are in high demand .",GRAMMAR_ERROR,1
393,"While at university , he might specialize in a subject , while still taking a number of diverse other courses .",GRAMMAR_ERROR,1
773,I know lost of old people hwo go to parties and who always stay in contact with other people .,SPELLING_ERROR,2
757,I cst oubt that twenty years is too short to prove the problem .,SPELLING_ERROR,2
560,The first clue is that there are rocks near the coast which are considered to be made by Chinese explorers .,GRAMMAR_ERROR,1
696,"If they refer to cnoose cars than motor bikes , that means there will be many cars .",SPELLING_ERROR,2
72,"I was very fast : my best time was 5 5 seconds in 4 0 0 hundred meters , and this is a good time in my country .",OK,0
447,therefore I brougth a car imidiatly .,GRAMMAR_ERROR,1
481,You will face huge difficulties in life if you dont know at least something from every subject .,GRAMMAR_ERROR,1
774,I kno lots of odler people who go to parties and always stay in contact with others .,SPELLING_ERROR,2
123,He thinks differently from other people and he succeeded .,OK,0
718,Air in China is not so clean becuse of all the cars .,SPELLING_ERROR,2
294,"In a market economy , the price must reflect costs of the product and consumer 's willingness to buy the product .",OK,0
264,This test is very important to them .,OK,0
181,"If you want to sell a product , you must create a beautiful image around it .",OK,0
304,"image you salf you are wark in factory just to do one thing like pot taire on car if they fire you you will destroy , becouse u dont know more than pot taire in car .",GRAMMAR_ERROR,1
41,"Also , the work of the media , television , magazines , and everything involved in publicity affects the emotions of people around the world , encouraging them to buy anything they can .",OK,0
745,"Hiwever , I strongly maintained thar traveling by their own gives them a lot of advantages .",SPELLING_ERROR,2
305,"They draw the consumers , like me , to purchase this great product with all these amazing ingredients and all that but actually they just sometimes make something up just to increase their sales .",GRAMMAR_ERROR,1
345,if you want a product you give create a beautiful image around it if you want sell it .,GRAMMAR_ERROR,1
782,"For example , if you ynderstand the ide that all diseases caused by microorganisms are treated with antibiotics , you will never use antidepressants .",SPELLING_ERROR,2
688,Ou will larn to socialize with people .,SPELLING_ERROR,2
362,"If there are specialized docters , the docter has done the operation very often before , so he is really talented in his job .",GRAMMAR_ERROR,1
128,"All the broad knowledge helps them to understand their major in University classes , as well as help them to make a correct choice in a specialized area .",OK,0
4,Not for use with a car .,OK,0
890,"For example , in this generation , people atch movise and listen to music more than they read books and novels .",SPELLING_ERROR,2
492,"The professor said , This can be changed to the different environments .",GRAMMAR_ERROR,1
136,"Then , when we went to the Science Olympiad , she had diverse knowledge about the subjects , and it was not new for her to think about new things .",OK,0
125,These activities make the community a better place to live in and inculcate these values in all the members .,OK,0
630,"If it does , yuo will get some misunderstood idea about tye article instead of the original one .",SPELLING_ERROR,2
463,Which caused her situation to be worse .,GRAMMAR_ERROR,1
193,This will be the proof of speeding offense so that the police can easily catch them .,OK,0
539,Hence from the very beginning children form this hesitancy from interaction with other people which time only solidifies .,GRAMMAR_ERROR,1
147,Thus in accordance with the above I agree wholeheartedly that in twenty years there will be fewer cars in use than there are today .,OK,0
215,"And about the new information , there are editors .",OK,0
205,"I have never stopped to think about this , but this is a real possibility for the future .",OK,0
861,"For example , wehn I am studykng for tests or doing my homework , my grandparents can go out and do what they enjoy .",SPELLING_ERROR,2
603,Newer and newer technology has been introduced to he society .,SPELLING_ERROR,2
465,"By using new things , which is usually is un known for them and it includes risk with it .",GRAMMAR_ERROR,1
497,"Secondly , the information in videos is very delivered in format , it very familiar with students .",GRAMMAR_ERROR,1
542,Facts are learned by experinces .,GRAMMAR_ERROR,1
298,"Some tour guides , who will want to set maximum security , make the tour difficult because you will only have a wonderful view of the bus .",OK,0
648,"So , if I have a kot of information about this subject , I will talk a lot iwth knowledge but if I have general information for this subject , I will talk about this subject with my limited knowledge and this case may make me shameful like when my brother asked me about some thing but I did not have a lot of information about this thing .",SPELLING_ERROR,2
596,Fish firming uses the lots of special products such as fish meal .,GRAMMAR_ERROR,1
715,I have an Im computer and my laptop is a Dell .,SPELLING_ERROR,2
566,"In addition , once he told me that he will never take risks of doing other works because he 's been working for it for 1 2 years and he is already &raspsquo; fluent &raspsquo; at it .",GRAMMAR_ERROR,1
454,"finally the third cause that birds use a type of internal compass , birds have crystals of the mineral magetite embedded in their break .",GRAMMAR_ERROR,1
471,There are very successful politicians that never tried somthing new .,GRAMMAR_ERROR,1
117,I will explain my points of view in the following paragraphs .,OK,0
419,Its cost is half than other but lifecycle is the same .,GRAMMAR_ERROR,1
562,"Since I was in a group , I should respect the group rule .",GRAMMAR_ERROR,1
427,There can be any other theories about migrating reason and about the methods of migrating .,GRAMMAR_ERROR,1
